id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
453,40,0,Travel_Rarely,Sales,1,Primaria,Medical,Media,Baja,2,Sales Executive,Baja,Married,7457,2,Yes,22,Muy_Alta,Alta,3,6,2,4,0,2
454,29,1,Travel_Rarely,Research & Development,8,Primaria,Other,Media,Baja,1,Laboratory Technician,Baja,Married,2119,1,Yes,11,Alta,Muy_Alta,0,7,4,7,0,7
455,29,0,Travel_Rarely,Research & Development,9,Secundaria,Other,Media,Media,1,Laboratory Technician,Media,Single,3983,0,No,17,Alta,Alta,0,4,2,3,2,2
456,30,0,Travel_Rarely,Sales,5,Secundaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6118,1,No,13,Alta,Alta,3,10,2,10,1,2
458,27,0,Travel_Rarely,Sales,8,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,6214,1,No,18,Alta,Baja,1,8,3,8,0,7
460,37,0,Travel_Rarely,Research & Development,5,Universitaria,Medical,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,6347,7,No,16,Alta,Alta,2,8,2,6,0,4
461,38,0,Travel_Rarely,Research & Development,15,Secundaria,Life Sciences,Alta,Media,3,Research Director,Media,Divorced,11510,0,Yes,14,Alta,Media,1,12,3,11,2,9
462,31,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,Alta,Alta,3,Manufacturing Director,Alta,Single,7143,1,Yes,14,Alta,Alta,0,11,2,11,4,10
463,29,0,Travel_Rarely,Sales,10,Secundaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Divorced,8268,1,Yes,14,Alta,Baja,2,7,2,7,1,7
464,35,0,Travel_Rarely,Research & Development,5,Universitaria,Technical Degree,Alta,Alta,3,Manufacturing Director,Alta,Single,8095,0,No,13,Alta,Muy_Alta,0,17,5,16,0,13
465,23,0,Travel_Rarely,Research & Development,26,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,2904,1,No,12,Alta,Alta,2,4,2,4,0,2
466,41,0,Travel_Rarely,Research & Development,6,Secundaria,Medical,Muy_Alta,Media,2,Manufacturing Director,Media,Single,6032,6,Yes,15,Alta,Muy_Alta,0,8,3,5,1,2
467,47,0,Travel_Frequently,Sales,4,Universitaria,Medical,Media,Alta,2,Sales Representative,Alta,Single,2976,3,No,19,Alta,Baja,0,5,3,0,0,0
468,42,0,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Baja,Alta,4,Research Director,Alta,Single,15992,2,No,14,Alta,Media,0,16,2,1,0,0
469,29,0,Non-Travel,Sales,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4649,1,No,14,Alta,Baja,1,4,3,4,0,2
470,42,0,Travel_Rarely,Human Resources,2,Universitaria,Technical Degree,Alta,Alta,1,Human Resources,Alta,Divorced,2696,0,Yes,11,Alta,Alta,1,4,5,3,1,0
471,32,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2370,1,No,13,Alta,Alta,1,8,4,8,0,7
473,48,0,Travel_Rarely,Sales,29,Universitaria,Medical,Baja,Alta,3,Manager,Alta,Married,12504,3,No,21,Muy_Alta,Media,1,15,3,0,0,0
474,37,0,Travel_Rarely,Research & Development,6,Master,Medical,Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Divorced,5974,4,Yes,13,Alta,Baja,2,13,2,7,6,7
475,30,0,Non-Travel,Sales,25,Universitaria,Technical Degree,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4736,7,Yes,12,Alta,Media,1,4,2,2,2,2
476,26,0,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,5296,1,No,17,Alta,Media,1,8,3,8,7,7
477,42,0,Travel_Rarely,Research & Development,2,Secundaria,Other,Baja,Media,2,Healthcare Representative,Media,Single,6781,3,No,23,Muy_Alta,Media,0,14,6,1,0,0
478,21,1,Travel_Frequently,Sales,1,Secundaria,Technical Degree,Baja,Media,1,Sales Representative,Media,Single,2174,1,Yes,11,Alta,Alta,0,3,3,3,1,2
479,36,0,Non-Travel,Sales,1,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Single,6653,4,No,15,Alta,Media,0,7,6,1,0,0
481,36,0,Travel_Frequently,Sales,3,Secundaria,Medical,Baja,Media,3,Sales Executive,Media,Married,9699,4,No,11,Alta,Baja,1,16,2,13,1,12
482,57,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,6755,2,No,11,Alta,Alta,0,15,2,3,1,2
483,40,0,Travel_Rarely,Research & Development,10,Master,Life Sciences,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2213,3,Yes,13,Alta,Alta,1,10,3,7,1,7
484,21,0,Non-Travel,Sales,9,Universitaria,Medical,Baja,Alta,1,Sales Representative,Alta,Single,2610,1,No,24,Muy_Alta,Alta,0,3,3,3,2,2
485,33,1,Travel_Rarely,Sales,5,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2851,1,Yes,13,Alta,Media,0,1,2,1,0,0
486,37,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,3452,6,No,20,Muy_Alta,Media,1,17,3,5,0,3
487,46,0,Non-Travel,Research & Development,7,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Married,5258,2,No,14,Alta,Alta,0,7,2,1,0,0
488,41,1,Travel_Frequently,Sales,4,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,9355,1,No,18,Alta,Alta,0,8,5,8,7,7
491,50,0,Travel_Rarely,Research & Development,10,Secundaria,Technical Degree,Muy_Alta,Media,3,Healthcare Representative,Media,Single,10496,6,No,15,Alta,Muy_Alta,0,20,2,4,1,3
492,40,1,Travel_Rarely,Sales,22,Secundaria,Marketing,Alta,Media,2,Sales Executive,Media,Married,6380,2,Yes,12,Alta,Baja,2,8,6,6,1,0
493,31,0,Travel_Rarely,Research & Development,9,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Single,2657,0,Yes,16,Alta,Muy_Alta,0,3,5,2,2,2
494,21,1,Travel_Rarely,Sales,12,Master,Life Sciences,Alta,Muy_Alta,1,Sales Representative,Alta,Single,2716,1,No,15,Alta,Muy_Alta,0,1,0,1,0,0
495,29,0,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2201,9,No,16,Alta,Muy_Alta,0,6,4,3,1,2
496,35,0,Travel_Rarely,Research & Development,9,Secundaria,Life Sciences,Alta,Media,2,Healthcare Representative,Media,Single,6540,9,No,19,Alta,Alta,0,10,5,1,0,0
497,27,0,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3816,1,No,11,Alta,Media,1,5,2,5,0,4
498,28,0,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,5253,1,No,16,Alta,Muy_Alta,0,7,1,7,0,7
499,49,0,Travel_Rarely,Research & Development,7,Secundaria,Other,Media,Media,3,Healthcare Representative,Media,Single,10965,8,No,24,Muy_Alta,Alta,0,26,2,5,0,0
500,51,0,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,4936,4,No,11,Alta,Alta,1,18,2,7,0,7
501,36,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2543,4,No,13,Alta,Media,1,6,3,2,2,2
502,34,1,Non-Travel,Sales,19,Master,Marketing,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5304,8,Yes,13,Alta,Media,0,9,3,5,0,4
505,55,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Alta,Alta,4,Manager,Alta,Single,16659,2,Yes,13,Alta,Alta,0,30,2,5,1,2
507,24,0,Travel_Rarely,Sales,10,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4260,1,Yes,12,Alta,Muy_Alta,1,5,2,5,0,3
508,30,0,Travel_Rarely,Sales,2,Universitaria,Technical Degree,Alta,Alta,1,Sales Representative,Alta,Married,2476,1,No,18,Alta,Baja,1,1,3,1,0,0
510,26,1,Travel_Frequently,Research & Development,3,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Single,3102,0,No,22,Muy_Alta,Alta,0,7,2,6,0,4
511,22,0,Travel_Rarely,Research & Development,11,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,2244,1,No,13,Alta,Muy_Alta,1,2,1,2,1,2
513,36,0,Travel_Rarely,Sales,2,Universitaria,Medical,Media,Media,3,Sales Executive,Media,Married,7596,1,No,13,Alta,Media,2,10,2,10,9,0
514,30,1,Travel_Frequently,Research & Development,4,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Single,2285,9,Yes,23,Muy_Alta,Alta,0,3,4,1,0,0
515,37,0,Travel_Rarely,Research & Development,14,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3034,1,No,12,Alta,Alta,1,18,2,18,12,17
516,40,0,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5715,7,No,12,Alta,Alta,2,8,5,5,1,3
517,42,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Media,Alta,1,Laboratory Technician,Alta,Divorced,2576,3,No,16,Alta,Media,1,8,5,5,1,2
518,37,0,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,Alta,Alta,2,Manufacturing Director,Alta,Single,4197,2,Yes,12,Alta,Muy_Alta,0,18,2,1,0,1
520,43,0,Travel_Rarely,Research & Development,12,Secundaria,Life Sciences,Baja,Media,4,Research Director,Media,Divorced,14336,1,No,11,Alta,Alta,1,25,3,25,3,9
521,40,0,Travel_Rarely,Research & Development,2,Secundaria,Medical,Media,Media,2,Laboratory Technician,Alta,Married,3448,6,No,22,Muy_Alta,Media,1,20,3,1,0,0
522,54,0,Travel_Rarely,Research & Development,5,Universitaria,Medical,Baja,Alta,5,Research Director,Alta,Married,19406,4,No,11,Alta,Alta,1,24,4,4,1,2
523,34,0,Non-Travel,Sales,4,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,6538,9,No,15,Alta,Baja,1,6,3,3,1,2
524,31,0,Travel_Rarely,Research & Development,7,Universitaria,Medical,Media,Alta,2,Manufacturing Director,Alta,Married,4306,1,No,12,Alta,Media,1,13,5,13,3,12
525,43,0,Travel_Frequently,Research & Development,21,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2258,7,No,20,Muy_Alta,Baja,1,8,1,3,1,2
526,43,0,Travel_Rarely,Research & Development,8,Universitaria,Other,Alta,Alta,2,Healthcare Representative,Alta,Divorced,4522,4,Yes,14,Alta,Muy_Alta,0,8,3,5,0,2
527,25,0,Travel_Rarely,Sales,4,Secundaria,Life Sciences,Media,Media,2,Sales Executive,Media,Single,4487,1,Yes,11,Alta,Media,0,5,3,5,1,3
529,37,0,Non-Travel,Research & Development,25,Universitaria,Medical,Media,Alta,2,Research Scientist,Alta,Married,4449,3,Yes,15,Alta,Baja,2,15,2,13,10,7
530,31,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2218,1,No,12,Alta,Alta,1,4,3,4,3,2
531,39,0,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,Media,Alta,5,Manager,Alta,Divorced,19197,1,Yes,14,Alta,Alta,1,21,3,21,1,6
532,56,0,Travel_Frequently,Sales,6,Master,Life Sciences,Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13212,9,No,11,Alta,Muy_Alta,3,36,0,7,7,7
533,30,0,Travel_Rarely,Sales,12,Universitaria,Technical Degree,Media,Alta,2,Sales Executive,Alta,Single,6577,0,No,11,Alta,Media,0,6,6,5,4,4
534,41,0,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,3,Sales Executive,Alta,Married,8392,1,No,16,Alta,Alta,1,10,2,10,0,7
536,28,0,Travel_Rarely,Research & Development,17,Universitaria,Medical,Alta,Alta,2,Laboratory Technician,Alta,Divorced,4558,1,No,12,Alta,Muy_Alta,1,10,2,10,1,8
538,25,1,Travel_Rarely,Research & Development,3,Universitaria,Medical,Baja,Alta,1,Laboratory Technician,Alta,Married,4031,5,No,13,Alta,Alta,1,6,5,2,0,2
543,52,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,Muy_Alta,Media,3,Manufacturing Director,Media,Married,7969,2,Yes,14,Alta,Alta,0,28,4,5,0,4
544,45,0,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2654,3,No,21,Muy_Alta,Muy_Alta,2,8,3,2,0,2
546,52,0,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Married,16555,2,No,13,Alta,Muy_Alta,0,31,2,5,1,4
547,42,0,Travel_Frequently,Research & Development,29,Universitaria,Life Sciences,Baja,Alta,2,Research Scientist,Alta,Divorced,4556,2,No,11,Alta,Media,1,19,3,5,0,2
548,30,0,Travel_Rarely,Research & Development,2,Primaria,Life Sciences,Alta,Baja,2,Manufacturing Director,Baja,Single,6091,2,No,20,Muy_Alta,Alta,0,11,2,5,0,2
549,60,0,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,5,Manager,Alta,Married,19566,5,No,11,Alta,Muy_Alta,0,33,5,29,11,10
550,46,0,Travel_Rarely,Research & Development,18,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Divorced,4810,2,No,14,Alta,Alta,1,19,5,10,0,8
551,42,0,Travel_Frequently,Research & Development,28,Universitaria,Technical Degree,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,4523,0,No,11,Alta,Muy_Alta,3,7,4,6,0,4
554,24,1,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Baja,Alta,1,Sales Representative,Alta,Single,3202,1,Yes,16,Alta,Media,0,6,4,5,1,4
555,34,1,Travel_Frequently,Sales,6,Primaria,Marketing,Muy_Alta,Baja,1,Sales Representative,Baja,Divorced,2351,0,No,16,Alta,Muy_Alta,1,3,3,2,1,0
556,38,0,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,1702,1,Yes,23,Muy_Alta,Alta,1,1,3,1,0,0
558,40,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,5,Manager,Alta,Married,18041,0,No,14,Alta,Muy_Alta,0,21,2,20,1,12
560,26,0,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Divorced,2886,1,No,22,Muy_Alta,Media,2,3,3,3,0,2
562,30,0,Non-Travel,Research & Development,3,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,2097,4,No,15,Alta,Alta,1,9,3,5,1,4
564,29,0,Travel_Rarely,Research & Development,3,Secundaria,Medical,Media,Media,3,Research Director,Media,Married,11935,1,No,18,Alta,Alta,0,10,2,10,0,7
565,29,1,Travel_Rarely,Research & Development,25,Secundaria,Technical Degree,Alta,Media,1,Research Scientist,Media,Married,2546,5,No,16,Alta,Media,0,6,2,2,1,1
566,19,1,Travel_Rarely,Human Resources,2,Secundaria,Technical Degree,Baja,Media,1,Human Resources,Media,Single,2564,1,No,12,Alta,Alta,0,1,3,1,0,0
567,30,0,Non-Travel,Sales,22,Universitaria,Other,Alta,Alta,3,Sales Executive,Alta,Married,8412,0,No,11,Alta,Alta,0,10,3,9,7,8
568,57,0,Travel_Rarely,Sales,29,Secundaria,Marketing,Baja,Media,4,Manager,Media,Divorced,14118,3,No,12,Alta,Alta,1,32,3,1,0,0
569,50,0,Travel_Rarely,Research & Development,29,Secundaria,Life Sciences,Media,Media,4,Manager,Media,Married,17046,0,No,15,Alta,Media,1,28,2,27,15,7
571,30,0,Non-Travel,Research & Development,2,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Single,2564,0,No,14,Alta,Alta,0,12,2,11,6,7
573,60,0,Travel_Frequently,Sales,28,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,10266,4,No,19,Alta,Muy_Alta,0,22,5,18,13,11
574,47,0,Travel_Rarely,Research & Development,2,Universitaria,Medical,Baja,Alta,2,Manufacturing Director,Alta,Divorced,5070,5,No,13,Alta,Alta,3,20,2,5,0,4
575,46,0,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,4,Research Director,Alta,Married,17861,6,No,13,Alta,Alta,0,26,2,3,0,1
577,35,0,Travel_Rarely,Research & Development,22,Primaria,Life Sciences,Muy_Alta,Baja,1,Laboratory Technician,Alta,Single,4230,0,No,15,Alta,Alta,0,6,2,5,4,3
578,54,0,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Single,3780,7,No,11,Alta,Alta,0,19,3,1,0,0
579,34,0,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Divorced,2768,3,No,12,Alta,Alta,1,14,3,7,5,7
580,46,0,Travel_Rarely,Sales,10,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,9071,2,Yes,19,Alta,Alta,1,15,3,3,1,2
581,31,0,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,3,Manufacturing Director,Alta,Divorced,10648,1,No,25,Muy_Alta,Muy_Alta,1,13,6,13,0,8
582,33,1,Travel_Rarely,Research & Development,15,Universitaria,Medical,Media,Alta,3,Manager,Alta,Married,13610,7,Yes,12,Alta,Muy_Alta,0,15,2,7,7,7
584,33,1,Travel_Rarely,Research & Development,10,Primaria,Medical,Baja,Baja,1,Laboratory Technician,Baja,Divorced,3408,7,No,13,Alta,Baja,3,8,2,4,1,3
585,30,0,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2983,0,No,14,Alta,Baja,0,4,3,3,1,2
586,35,0,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,Muy_Alta,Alta,3,Healthcare Representative,Alta,Married,7632,4,Yes,12,Alta,Alta,0,10,2,8,0,0
587,31,1,Travel_Frequently,Research & Development,20,Universitaria,Life Sciences,Baja,Alta,3,Healthcare Representative,Alta,Married,9824,3,No,12,Alta,Baja,0,12,2,1,0,0
590,34,1,Travel_Frequently,Human Resources,23,Universitaria,Human Resources,Media,Alta,3,Human Resources,Alta,Divorced,9950,9,Yes,15,Alta,Alta,3,11,2,3,0,2
591,42,0,Travel_Frequently,Research & Development,5,Universitaria,Other,Media,Alta,1,Laboratory Technician,Alta,Married,2093,4,No,17,Alta,Muy_Alta,1,8,4,2,2,0
592,36,0,Non-Travel,Sales,10,Universitaria,Medical,Media,Alta,3,Sales Executive,Alta,Single,9980,1,No,14,Alta,Muy_Alta,0,10,3,10,9,7
593,22,1,Travel_Frequently,Research & Development,4,Secundaria,Technical Degree,Alta,Media,1,Laboratory Technician,Media,Single,3894,5,No,16,Alta,Alta,0,4,3,2,1,2
595,48,0,Travel_Rarely,Sales,2,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,4051,2,No,14,Alta,Baja,1,14,2,9,6,7
597,55,0,Travel_Rarely,Sales,18,Universitaria,Life Sciences,Baja,Alta,4,Manager,Alta,Single,16835,3,No,23,Muy_Alta,Muy_Alta,0,37,2,10,7,7
599,41,0,Non-Travel,Sales,10,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,6230,7,No,14,Alta,Muy_Alta,0,16,3,14,1,10
600,35,0,Travel_Rarely,Sales,1,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,4717,9,No,11,Alta,Alta,0,15,2,11,6,9
601,40,0,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,Media,Alta,4,Manufacturing Director,Alta,Single,13237,7,No,15,Alta,Alta,0,22,3,20,5,13
602,39,0,Travel_Frequently,Research & Development,8,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,3755,1,No,11,Alta,Baja,1,8,3,8,0,7
604,31,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,6582,4,Yes,13,Alta,Alta,0,10,2,6,0,5
605,42,0,Travel_Rarely,Research & Development,24,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Married,7406,1,Yes,21,Muy_Alta,Muy_Alta,1,10,5,10,5,8
606,45,0,Travel_Rarely,Sales,2,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4805,0,No,19,Alta,Media,1,9,3,8,3,7
608,26,1,Travel_Frequently,Human Resources,17,Universitaria,Life Sciences,Media,Alta,1,Human Resources,Alta,Divorced,2741,0,Yes,11,Alta,Media,1,8,2,7,1,0
611,29,0,Travel_Rarely,Research & Development,19,Universitaria,Technical Degree,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,4262,4,No,12,Alta,Media,2,8,2,3,1,2
612,33,0,Travel_Rarely,Research & Development,1,Master,Medical,Baja,Muy_Alta,4,Research Director,Muy_Alta,Divorced,16184,4,No,19,Alta,Alta,1,10,2,6,0,5
613,31,0,Travel_Rarely,Sales,7,Secundaria,Life Sciences,Alta,Media,3,Manager,Media,Divorced,11557,9,No,21,Muy_Alta,Alta,1,10,3,5,0,1
614,18,1,Travel_Frequently,Sales,5,Universitaria,Marketing,Media,Alta,1,Sales Representative,Alta,Single,1878,1,Yes,14,Alta,Muy_Alta,0,0,3,0,0,0
615,40,0,Non-Travel,Sales,28,Universitaria,Other,Alta,Baja,3,Sales Executive,Baja,Divorced,10932,3,No,15,Alta,Alta,1,20,2,1,0,1
616,41,0,Non-Travel,Research & Development,2,Secundaria,Other,Baja,Media,2,Healthcare Representative,Media,Single,6811,2,Yes,17,Alta,Baja,0,10,3,8,0,7
618,26,0,Travel_Rarely,Sales,29,Universitaria,Medical,Baja,Alta,2,Sales Executive,Alta,Divorced,4306,5,No,12,Alta,Baja,2,8,5,0,0,0
620,35,0,Travel_Rarely,Sales,1,Universitaria,Medical,Baja,Alta,2,Sales Executive,Alta,Single,4859,1,No,16,Alta,Muy_Alta,0,5,3,5,0,3
621,34,0,Travel_Rarely,Sales,21,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5337,1,No,12,Alta,Muy_Alta,0,10,3,10,5,7
622,26,1,Travel_Rarely,Research & Development,24,Primaria,Technical Degree,Alta,Baja,1,Laboratory Technician,Baja,Single,2340,1,Yes,18,Alta,Media,0,1,3,1,0,0
623,37,0,Travel_Rarely,Research & Development,1,Universitaria,Technical Degree,Media,Alta,3,Manufacturing Director,Alta,Single,7491,4,No,17,Alta,Muy_Alta,0,12,3,6,1,2
624,46,0,Travel_Frequently,Research & Development,18,Universitaria,Medical,Baja,Alta,3,Healthcare Representative,Alta,Married,10527,5,No,11,Alta,Muy_Alta,0,28,3,2,1,2
625,41,0,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Media,Alta,4,Manager,Alta,Married,16595,7,No,16,Alta,Media,1,22,2,18,11,8
626,37,0,Non-Travel,Sales,9,Universitaria,Medical,Baja,Alta,3,Sales Executive,Alta,Divorced,8834,1,No,13,Alta,Muy_Alta,1,9,6,9,7,7
630,52,0,Travel_Rarely,Research & Development,6,Universitaria,Technical Degree,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5577,3,Yes,12,Alta,Media,2,18,3,10,6,9
631,32,1,Non-Travel,Sales,11,Master,Other,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4707,8,No,12,Alta,Muy_Alta,0,6,2,4,1,2
632,24,0,Travel_Frequently,Sales,24,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,2400,0,No,13,Alta,Alta,2,3,3,2,2,1
634,38,0,Travel_Rarely,Research & Development,10,Universitaria,Medical,Alta,Alta,2,Healthcare Representative,Alta,Married,9824,3,No,19,Alta,Alta,1,18,4,1,0,0
635,37,0,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Media,Alta,2,Manufacturing Director,Alta,Married,6447,6,No,12,Alta,Media,1,8,2,6,4,3
638,49,0,Travel_Rarely,Research & Development,18,Secundaria,Life Sciences,Muy_Alta,Media,5,Research Director,Media,Divorced,19502,1,Yes,17,Alta,Alta,1,31,5,31,0,9
639,24,0,Travel_Rarely,Research & Development,23,Master,Medical,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2725,1,Yes,11,Alta,Media,2,6,3,6,1,4
641,26,0,Travel_Rarely,Sales,28,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Married,6272,1,No,20,Muy_Alta,Muy_Alta,2,6,5,5,1,4
643,24,0,Travel_Rarely,Research & Development,17,Secundaria,Other,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2127,1,No,21,Muy_Alta,Muy_Alta,1,1,2,1,0,0
644,50,0,Travel_Frequently,Human Resources,3,Universitaria,Medical,Baja,Alta,5,Manager,Alta,Married,18200,1,No,11,Alta,Alta,1,32,2,32,10,7
645,25,0,Travel_Rarely,Sales,13,Universitaria,Medical,Media,Alta,1,Sales Representative,Alta,Married,2096,1,No,11,Alta,Alta,0,7,1,7,0,6
647,24,1,Travel_Frequently,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Married,2886,1,Yes,16,Alta,Muy_Alta,1,6,4,6,1,2
648,30,1,Travel_Frequently,Sales,12,Secundaria,Life Sciences,Media,Media,1,Sales Representative,Media,Married,2033,1,No,18,Alta,Alta,1,1,2,1,0,0
649,34,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Media,Media,1,Research Scientist,Alta,Married,3622,1,Yes,13,Alta,Muy_Alta,1,6,3,6,1,3
650,31,1,Travel_Rarely,Sales,13,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Divorced,4233,2,No,17,Alta,Alta,0,9,2,3,1,2
652,35,0,Travel_Rarely,Research & Development,25,Universitaria,Other,Baja,Media,2,Laboratory Technician,Media,Single,3681,4,No,14,Alta,Muy_Alta,0,9,3,3,0,2
653,31,0,Travel_Rarely,Sales,6,Master,Medical,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5460,4,No,22,Muy_Alta,Muy_Alta,2,13,4,7,5,7
655,27,0,Travel_Rarely,Research & Development,6,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Divorced,2187,0,No,12,Alta,Alta,2,6,5,5,0,3
656,37,0,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Married,9602,4,Yes,11,Alta,Alta,1,17,3,3,1,0
657,20,0,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Single,2836,1,No,13,Alta,Muy_Alta,0,1,0,1,0,0
